material_type,weight_kg,quality,location,demand_level,historical_price,processing_cost,transportation_distance,month,seller_type,buyer_demand,material_condition,price_per_kg
Cardboard,126.8,Medium,Bengaluru,Moderate,14.82,10.05,127.1,6,Individual,0.97,Mixed,5.6
E-waste,66.4,Medium,Delhi,Moderate,118.92,11.23,76.3,11,Municipal Collector,0.42,Contaminated,73.29
Other,84.3,High,Mumbai,Moderate,14.9,4.19,83.0,4,Business,0.82,Contaminated,7.67
E-waste,246.5,High,Kolkata,High,124.99,11.84,83.6,6,Industrial Recycler,0.61,Baled,168.89
Plastic,370.0,Industrial Grade,Mumbai,Low,36.77,6.53,70.2,1,Individual,0.61,Clean,41.4
Copper,823.2,Medium,Surat,Low,679.62,10.01,67.1,11,Industrial Recycler,0.87,Contaminated,422.0
Aluminum,514.3,Low,Pune,Moderate,193.03,9.45,47.4,12,Individual,0.66,Baled,169.39
Copper,709.7,Medium,Bengaluru,High,671.99,5.25,130.6,12,Industrial Recycler,0.88,Mixed,686.34
Textile,122.0,Industrial Grade,Delhi,Low,29.7,10.24,70.5,7,Industrial Recycler,0.37,Contaminated,16.09
Cardboard,351.3,Low,Pune,Moderate,14.52,12.06,5.4,10,Municipal Collector,0.81,Sorted,6.81
E-waste,501.5,Low,Hyderabad,Low,116.6,8.43,124.6,7,Municipal Collector,0.5,Clean,82.82
Cardboard,708.1,Medium,Coimbatore,Moderate,13.91,12.19,19.4,1,Industrial Recycler,0.39,Baled,9.69
Steel,38.7,Industrial Grade,Hyderabad,High,40.67,13.47,136.9,12,Municipal Collector,0.91,Mixed,41.62
Paper,1147.9,High,Pune,Moderate,11.8,4.15,136.1,11,Business,0.51,Sorted,8.65
Plastic,378.4,Industrial Grade,Coimbatore,Low,33.47,3.73,74.1,4,Business,0.78,Clean,38.12
Aluminum,316.6,High,Bengaluru,High,186.65,6.98,15.3,8,Municipal Collector,0.37,Sorted,247.82
Glass,400.3,Low,Bengaluru,High,8.04,3.86,149.0,11,Municipal Collector,0.31,Sorted,3.2
Steel,256.8,Industrial Grade,Bengaluru,Low,40.1,7.75,94.3,7,Individual,0.93,Sorted,39.68
Steel,30.1,High,Pune,Low,40.5,3.82,50.6,7,Municipal Collector,0.36,Baled,38.75
Cardboard,218.4,Low,Hyderabad,Low,13.76,4.45,93.0,9,Industrial Recycler,0.75,Clean,5.72
Plastic,83.8,Industrial Grade,Ahmedabad,High,37.68,8.87,91.1,11,Individual,0.99,Mixed,40.49
Glass,588.3,Medium,Pune,Low,8.58,11.92,104.0,9,Municipal Collector,0.84,Mixed,3.2
Aluminum,798.4,High,Coimbatore,Moderate,173.85,7.17,142.6,1,Individual,0.8,Clean,220.98
Textile,405.1,Industrial Grade,Mumbai,High,26.67,8.65,49.9,2,Individual,0.87,Mixed,30.36
Cardboard,462.0,Low,Mumbai,Low,13.41,14.39,68.4,12,Business,0.47,Mixed,5.6
Textile,88.2,High,Mumbai,Low,26.3,11.63,112.5,11,Business,0.8,Mixed,16.4
Aluminum,186.9,Medium,Bengaluru,Moderate,173.34,12.15,23.4,6,Industrial Recycler,0.92,Mixed,157.16
Aluminum,442.9,Low,Mumbai,Moderate,179.89,10.16,146.4,12,Business,0.66,Mixed,119.7
Aluminum,240.1,Industrial Grade,Bengaluru,High,185.01,13.63,117.1,5,Industrial Recycler,0.38,Baled,279.39
Cardboard,155.4,High,Coimbatore,High,13.28,13.96,57.8,8,Individual,0.97,Clean,11.18
Aluminum,73.7,Industrial Grade,Delhi,Moderate,182.06,12.74,51.4,12,Individual,0.38,Contaminated,150.17
Aluminum,107.6,Medium,Delhi,Low,187.88,13.26,132.2,2,Business,0.52,Contaminated,107.37
Copper,123.2,Industrial Grade,Mumbai,Moderate,623.23,11.61,118.8,10,Individual,0.56,Clean,818.72
E-waste,1155.4,Medium,Coimbatore,High,122.61,9.04,8.5,7,Individual,0.79,Baled,147.11
Aluminum,61.8,Low,Mumbai,Low,177.69,14.78,34.8,2,Municipal Collector,0.97,Clean,124.03
Steel,2039.3,Low,Kolkata,High,45.19,6.84,106.6,7,Individual,0.36,Clean,40.81
Copper,79.4,Medium,Delhi,High,625.14,5.08,144.8,11,Business,0.52,Mixed,616.9
Textile,1023.1,Low,Hyderabad,Moderate,29.21,3.77,141.8,2,Industrial Recycler,0.38,Sorted,20.38
Copper,869.3,Medium,Delhi,Moderate,619.59,14.54,82.7,2,Industrial Recycler,0.52,Mixed,575.9
Paper,572.3,High,Surat,High,11.32,13.14,36.2,1,Industrial Recycler,0.8,Clean,10.3
Glass,1345.2,Industrial Grade,Mumbai,High,7.94,7.26,9.5,3,Industrial Recycler,0.82,Baled,10.06
Plastic,184.2,High,Chennai,High,33.44,12.15,13.9,1,Individual,0.44,Mixed,35.62
Textile,753.7,Low,Chennai,Low,28.65,4.57,149.6,1,Industrial Recycler,0.87,Clean,16.68
Copper,297.1,Low,Coimbatore,High,673.34,7.63,139.0,3,Municipal Collector,0.65,Clean,676.23
Textile,374.2,Industrial Grade,Bengaluru,Moderate,25.92,13.48,45.6,5,Individual,0.73,Contaminated,16.53
Plastic,491.6,Low,Coimbatore,Moderate,33.32,3.78,45.6,2,Municipal Collector,0.92,Mixed,22.2
Cardboard,190.3,Medium,Pune,High,14.92,8.3,84.0,8,Municipal Collector,0.65,Baled,11.62
Textile,348.1,Low,Surat,High,27.02,12.54,9.2,4,Industrial Recycler,0.87,Contaminated,12.62
E-waste,400.3,Low,Chennai,High,126.07,5.46,100.2,4,Individual,0.94,Baled,122.63
Aluminum,92.2,Medium,Bengaluru,Moderate,186.86,6.13,39.3,3,Industrial Recycler,0.55,Baled,202.47
Other,52.7,High,Surat,Low,16.13,12.54,126.3,4,Individual,0.68,Sorted,8.4
Steel,592.1,Industrial Grade,Hyderabad,High,38.64,8.84,36.7,10,Business,0.94,Clean,55.75
Plastic,734.0,Medium,Pune,Low,37.34,9.63,8.2,1,Individual,0.84,Sorted,31.63
Cardboard,285.4,Low,Surat,Moderate,15.07,6.19,53.8,2,Municipal Collector,0.81,Clean,10.45
Textile,234.5,Industrial Grade,Hyderabad,High,27.13,4.28,90.4,11,Industrial Recycler,0.78,Sorted,35.54
Steel,120.0,Medium,Surat,Low,44.08,6.14,31.4,1,Municipal Collector,0.73,Clean,40.12
Other,54.4,High,Chennai,High,15.33,6.15,55.3,4,Industrial Recycler,0.97,Mixed,14.07
Glass,942.0,Industrial Grade,Hyderabad,Moderate,7.5,5.34,14.8,12,Individual,0.3,Clean,8.39
Textile,95.3,Industrial Grade,Ahmedabad,High,29.47,6.88,55.9,7,Municipal Collector,0.85,Mixed,31.78
Other,109.4,Medium,Coimbatore,Moderate,14.05,5.39,7.9,5,Business,0.54,Contaminated,7.78
Textile,109.7,Medium,Pune,Low,28.92,13.61,147.9,10,Business,0.6,Clean,17.73
Steel,390.2,Industrial Grade,Pune,High,42.36,7.32,146.3,4,Business,0.95,Contaminated,37.15
Cardboard,242.2,Low,Chennai,Moderate,13.98,9.15,62.0,1,Individual,0.34,Sorted,6.51
Aluminum,868.0,Industrial Grade,Hyderabad,Moderate,174.0,4.22,8.7,2,Municipal Collector,0.36,Clean,256.14
Copper,309.1,Low,Mumbai,Moderate,636.59,7.04,98.1,2,Municipal Collector,0.57,Mixed,464.92
Steel,199.3,Industrial Grade,Ahmedabad,Moderate,39.05,5.49,37.8,5,Municipal Collector,0.83,Clean,49.95
Copper,708.4,High,Surat,Low,683.11,12.93,85.3,4,Municipal Collector,0.59,Sorted,741.79
Cardboard,1169.2,Industrial Grade,Mumbai,High,12.96,13.1,62.2,2,Municipal Collector,0.7,Baled,13.86
Cardboard,262.2,Medium,Bengaluru,Moderate,13.83,3.64,122.2,4,Individual,0.99,Clean,11.0
Textile,509.4,Medium,Pune,Low,27.5,2.87,137.6,12,Industrial Recycler,0.58,Contaminated,12.2
Glass,82.2,Low,Surat,Moderate,7.89,7.45,80.8,10,Business,0.4,Baled,3.2
Other,223.9,High,Mumbai,Low,14.43,13.41,132.6,9,Business,0.76,Clean,6.63
Other,95.0,Industrial Grade,Delhi,High,14.76,10.85,94.6,3,Industrial Recycler,0.58,Clean,16.37
Glass,401.2,Medium,Mumbai,Low,7.75,12.63,7.9,6,Municipal Collector,0.5,Clean,3.2
E-waste,1141.7,High,Ahmedabad,High,122.79,7.42,44.1,6,Industrial Recycler,0.43,Contaminated,109.93
Plastic,206.8,Industrial Grade,Coimbatore,Low,36.17,2.85,119.8,9,Industrial Recycler,0.58,Mixed,30.72
Cardboard,162.8,High,Coimbatore,High,13.69,2.66,9.8,4,Individual,0.44,Contaminated,11.84
Glass,1066.8,Industrial Grade,Coimbatore,Moderate,7.59,9.72,59.0,4,Business,0.91,Baled,5.35
Other,229.3,Low,Chennai,High,15.85,2.65,9.0,5,Industrial Recycler,0.85,Sorted,14.41
Plastic,101.2,Medium,Mumbai,Low,36.57,2.26,64.4,11,Individual,0.84,Contaminated,19.05
Aluminum,150.2,Industrial Grade,Surat,Low,192.76,9.91,37.4,1,Individual,0.8,Contaminated,150.1
Paper,532.4,Industrial Grade,Mumbai,Moderate,12.62,10.8,72.7,4,Municipal Collector,0.58,Mixed,8.72
Copper,612.0,High,Kolkata,Low,669.18,5.67,91.1,11,Industrial Recycler,0.64,Baled,716.87
Glass,232.1,Low,Mumbai,Moderate,8.51,11.95,26.7,4,Industrial Recycler,0.86,Sorted,3.2
Other,120.2,Industrial Grade,Coimbatore,Low,15.98,5.84,77.1,11,Individual,0.58,Sorted,13.64
Aluminum,276.1,Medium,Kolkata,Low,184.95,13.78,118.8,11,Individual,0.66,Sorted,165.23
Steel,330.0,Medium,Bengaluru,High,43.77,12.51,42.5,12,Municipal Collector,0.43,Sorted,46.41
Glass,492.7,High,Mumbai,Moderate,7.69,6.31,119.3,7,Individual,0.51,Contaminated,3.2
Copper,29.1,Industrial Grade,Ahmedabad,Low,637.69,13.28,77.6,4,Business,0.51,Clean,790.2
Aluminum,1298.7,Medium,Delhi,High,169.72,14.83,134.5,10,Industrial Recycler,0.9,Contaminated,127.53
Steel,634.2,High,Pune,Moderate,40.05,7.88,13.4,11,Individual,0.84,Mixed,38.8
Other,486.6,Medium,Surat,High,16.12,7.24,96.9,7,Individual,0.57,Mixed,10.3
Aluminum,295.9,Medium,Kolkata,High,186.73,2.05,7.6,4,Industrial Recycler,0.46,Sorted,229.16
Glass,1318.9,Low,Kolkata,High,7.42,2.85,49.4,10,Municipal Collector,0.96,Contaminated,3.2
E-waste,319.7,Low,Pune,Low,128.6,4.45,57.1,8,Individual,0.94,Mixed,83.57
Textile,274.6,High,Hyderabad,High,26.31,8.56,8.2,12,Individual,0.8,Contaminated,20.76
Aluminum,48.2,Industrial Grade,Surat,Low,166.17,10.5,101.0,1,Business,0.78,Sorted,188.96
Textile,22.3,Industrial Grade,Ahmedabad,High,28.58,11.04,27.2,12,Industrial Recycler,0.51,Mixed,29.51
Copper,222.9,Low,Delhi,Low,627.4,10.03,79.2,2,Individual,0.85,Baled,500.92
E-waste,1282.0,Medium,Kolkata,High,113.48,7.33,56.9,4,Industrial Recycler,0.68,Baled,136.86
Plastic,232.6,Industrial Grade,Coimbatore,High,35.42,3.44,17.9,11,Business,0.65,Sorted,51.01
Copper,320.9,High,Ahmedabad,Moderate,682.57,2.65,43.3,5,Individual,0.91,Clean,881.16
Paper,147.2,Low,Chennai,Moderate,12.28,3.8,6.4,1,Business,0.53,Sorted,8.56
E-waste,117.0,Low,Bengaluru,Moderate,115.62,14.51,63.1,2,Industrial Recycler,0.57,Clean,96.62
E-waste,364.9,Industrial Grade,Coimbatore,High,119.67,13.85,20.0,3,Individual,0.7,Contaminated,119.3
E-waste,245.0,Medium,Surat,Moderate,124.36,13.44,130.1,1,Industrial Recycler,0.92,Baled,128.79
E-waste,454.5,Industrial Grade,Coimbatore,Moderate,123.93,6.09,42.9,2,Municipal Collector,0.77,Clean,173.26
Other,1643.0,Medium,Delhi,Low,15.39,8.27,110.4,11,Business,0.75,Sorted,8.22
Steel,100.5,High,Kolkata,Low,39.14,13.3,128.5,8,Individual,0.64,Clean,32.6
Plastic,2904.0,Low,Kolkata,High,32.64,12.62,59.9,11,Individual,0.61,Sorted,25.06
Other,368.8,Industrial Grade,Pune,Moderate,13.84,11.69,147.2,2,Municipal Collector,0.58,Clean,10.67
Aluminum,713.1,High,Kolkata,Low,192.97,10.73,35.0,9,Industrial Recycler,0.55,Clean,210.68
Aluminum,137.8,Medium,Pune,Moderate,184.58,3.27,70.6,12,Municipal Collector,0.3,Mixed,163.21
Glass,125.8,Low,Chennai,Low,8.41,8.4,135.0,1,Industrial Recycler,0.82,Baled,3.2
Textile,38.6,High,Hyderabad,Low,27.81,7.11,139.9,2,Individual,0.85,Sorted,24.22
Glass,54.0,High,Ahmedabad,High,7.53,14.43,100.5,8,Business,0.65,Mixed,3.2
Cardboard,767.0,High,Kolkata,Moderate,14.71,4.26,105.3,3,Municipal Collector,0.37,Baled,15.01
Other,310.6,Low,Surat,Moderate,16.11,5.56,115.5,12,Municipal Collector,0.98,Baled,7.71
E-waste,276.0,Medium,Kolkata,Moderate,122.55,14.16,108.2,6,Industrial Recycler,0.44,Contaminated,75.56
Other,120.4,Low,Bengaluru,Low,15.5,10.28,83.7,9,Individual,0.83,Sorted,6.0
Cardboard,1009.5,Industrial Grade,Kolkata,Low,12.91,7.49,132.2,5,Municipal Collector,0.37,Baled,9.19
Textile,177.9,Medium,Hyderabad,Low,27.04,4.09,113.8,5,Business,0.48,Clean,22.08
Aluminum,536.4,Low,Pune,Low,186.9,13.28,19.9,8,Business,0.91,Contaminated,85.12
Cardboard,104.9,Industrial Grade,Coimbatore,Low,15.07,14.44,61.2,7,Industrial Recycler,0.52,Contaminated,5.6
Cardboard,649.3,High,Hyderabad,Low,13.87,13.19,131.0,10,Industrial Recycler,0.46,Clean,6.3
Glass,145.5,Medium,Bengaluru,Moderate,8.3,14.51,15.8,11,Municipal Collector,0.38,Contaminated,3.2
Aluminum,151.4,Industrial Grade,Bengaluru,Low,175.12,5.32,89.7,3,Industrial Recycler,0.8,Sorted,205.37
Steel,118.3,High,Surat,Moderate,42.34,12.27,48.7,11,Business,0.35,Contaminated,27.19
Glass,548.8,Medium,Kolkata,Low,7.48,8.98,65.3,3,Business,0.45,Contaminated,3.2
Plastic,159.3,Low,Hyderabad,Moderate,36.81,14.96,81.9,10,Industrial Recycler,0.99,Sorted,21.76
Aluminum,660.5,High,Surat,Moderate,191.11,2.52,40.4,10,Individual,0.57,Sorted,230.77
Copper,273.1,Industrial Grade,Coimbatore,Low,681.49,6.87,124.2,9,Industrial Recycler,0.61,Sorted,773.64
Aluminum,571.4,Low,Chennai,Moderate,180.96,12.05,145.9,3,Business,0.74,Contaminated,95.97
Plastic,1153.3,Medium,Kolkata,High,34.64,11.64,132.4,12,Individual,0.87,Mixed,27.12
Copper,26.5,Medium,Coimbatore,Moderate,624.2,4.31,15.6,2,Industrial Recycler,0.35,Clean,664.31
Plastic,1135.9,Low,Delhi,Moderate,32.86,7.06,50.9,7,Municipal Collector,0.3,Mixed,21.17
Other,870.3,High,Pune,High,14.52,12.23,20.4,9,Business,0.36,Baled,14.45
E-waste,258.8,Industrial Grade,Ahmedabad,Low,117.91,3.77,82.4,3,Business,0.86,Mixed,116.28
Cardboard,466.2,Low,Coimbatore,Moderate,12.97,3.84,131.8,9,Industrial Recycler,0.7,Contaminated,5.6
Textile,283.3,High,Hyderabad,High,26.4,13.07,136.3,7,Industrial Recycler,0.43,Sorted,25.7
Other,421.5,Low,Surat,High,16.19,14.12,128.5,1,Individual,0.62,Contaminated,6.0
Cardboard,1502.6,High,Mumbai,Low,15.01,9.55,33.6,2,Business,0.55,Sorted,12.15
Plastic,741.1,High,Hyderabad,Low,35.89,6.27,75.4,6,Business,0.79,Sorted,35.37
Steel,824.4,Low,Coimbatore,Moderate,43.61,4.88,40.7,6,Individual,0.61,Sorted,34.78
Glass,296.9,Medium,Ahmedabad,Moderate,7.5,8.33,117.3,6,Municipal Collector,0.75,Sorted,3.2
Copper,169.1,Low,Mumbai,Low,605.84,2.99,133.5,12,Individual,0.31,Contaminated,304.82
Cardboard,95.0,High,Surat,Low,14.1,9.17,136.4,4,Municipal Collector,1.0,Baled,7.68
E-waste,178.9,Medium,Surat,Moderate,120.02,3.74,129.3,12,Individual,0.36,Sorted,122.16
Glass,29.3,High,Kolkata,Low,8.57,4.33,69.7,3,Individual,0.76,Contaminated,3.2
Steel,423.9,Industrial Grade,Ahmedabad,High,38.93,6.8,14.1,4,Individual,0.44,Sorted,57.51
Glass,546.9,Industrial Grade,Coimbatore,Moderate,8.03,11.15,52.0,11,Business,0.88,Mixed,3.2
Paper,25.5,Medium,Pune,Low,12.03,12.86,99.7,10,Municipal Collector,0.56,Mixed,4.8
Plastic,93.6,Industrial Grade,Ahmedabad,Moderate,34.66,13.47,6.0,10,Municipal Collector,0.46,Sorted,39.82
Cardboard,566.9,Low,Bengaluru,High,14.36,12.62,92.3,6,Individual,0.59,Contaminated,5.6
Glass,116.4,High,Ahmedabad,Low,7.89,10.41,90.7,4,Municipal Collector,0.47,Mixed,3.2
Steel,261.6,Medium,Surat,Low,39.85,5.36,13.1,3,Business,0.97,Contaminated,23.85
Other,385.9,High,Ahmedabad,High,14.21,13.27,149.0,10,Individual,0.88,Sorted,9.28
Other,482.1,Medium,Bengaluru,High,15.23,13.99,104.4,12,Industrial Recycler,0.35,Baled,10.26
Textile,160.8,Industrial Grade,Hyderabad,High,27.64,8.56,129.6,9,Business,0.4,Contaminated,18.33
Copper,239.8,Medium,Kolkata,Low,666.58,3.21,114.1,9,Business,0.93,Mixed,504.79
Cardboard,654.8,High,Pune,Low,14.98,7.58,106.2,1,Municipal Collector,0.64,Mixed,8.24
Textile,343.2,Low,Delhi,Low,29.84,11.96,41.9,3,Business,0.36,Baled,16.85
Other,564.8,Industrial Grade,Coimbatore,High,14.7,8.76,80.8,10,Business,0.44,Sorted,15.78
Glass,141.0,Industrial Grade,Delhi,High,8.05,5.4,89.9,11,Individual,0.7,Sorted,6.9
Other,35.8,Low,Kolkata,High,15.13,6.81,75.0,9,Municipal Collector,0.48,Mixed,6.83
Paper,46.4,Low,Chennai,Low,12.86,12.18,38.3,12,Individual,0.37,Mixed,4.8
Cardboard,363.0,Industrial Grade,Bengaluru,Low,13.08,2.07,144.9,7,Business,0.4,Sorted,9.57
Other,756.8,Industrial Grade,Hyderabad,High,14.72,2.49,16.6,6,Industrial Recycler,0.99,Clean,22.27
Other,76.4,Low,Ahmedabad,High,16.03,13.06,6.6,8,Individual,0.66,Baled,9.67
Plastic,362.1,High,Surat,Low,35.87,6.68,102.7,3,Individual,0.98,Baled,35.3
Copper,603.0,Low,Delhi,Moderate,671.18,2.2,34.0,10,Municipal Collector,0.94,Mixed,463.23
Cardboard,874.9,Low,Pune,Low,13.9,14.52,37.8,5,Industrial Recycler,0.58,Baled,5.6
Aluminum,823.3,Low,Kolkata,Moderate,168.97,6.42,78.0,2,Business,0.66,Contaminated,91.81
Paper,466.1,Low,Hyderabad,Moderate,11.92,7.97,144.4,6,Municipal Collector,0.71,Mixed,4.8
Aluminum,243.9,Industrial Grade,Delhi,Moderate,185.79,4.86,119.4,11,Business,0.86,Clean,245.25
Textile,410.3,Low,Mumbai,Low,29.11,7.19,46.7,4,Business,0.54,Baled,18.86
Cardboard,1051.6,Medium,Hyderabad,Moderate,14.41,14.31,44.0,10,Industrial Recycler,0.94,Mixed,6.33
E-waste,557.6,Medium,Mumbai,Low,126.46,12.85,38.2,4,Individual,0.55,Contaminated,77.51
Copper,609.3,High,Surat,Low,602.4,9.04,115.8,1,Municipal Collector,0.64,Clean,689.03
Other,356.1,Low,Ahmedabad,Low,14.47,13.91,147.7,3,Industrial Recycler,0.46,Mixed,6.0
Other,145.0,Medium,Ahmedabad,Low,15.86,6.51,9.7,9,Municipal Collector,0.84,Clean,12.34
E-waste,37.3,High,Coimbatore,Moderate,112.33,6.93,102.7,1,Industrial Recycler,0.55,Baled,133.65
Paper,617.7,Medium,Mumbai,Moderate,11.39,6.46,144.0,8,Individual,0.6,Baled,5.56
Textile,1791.2,Low,Ahmedabad,Moderate,28.83,14.73,87.9,3,Industrial Recycler,0.87,Sorted,17.55
Paper,1463.6,Medium,Hyderabad,Moderate,11.95,11.6,121.0,3,Municipal Collector,0.31,Baled,5.91
Textile,950.7,Industrial Grade,Ahmedabad,Low,25.97,13.16,41.4,5,Industrial Recycler,0.37,Contaminated,14.54
Steel,212.2,High,Chennai,Moderate,41.06,5.38,113.0,8,Municipal Collector,0.69,Contaminated,25.89
Paper,84.2,Low,Pune,Moderate,12.15,4.59,144.7,11,Business,0.75,Clean,4.8
Steel,60.0,Low,Ahmedabad,Moderate,42.89,5.72,60.3,2,Municipal Collector,0.4,Sorted,31.66
Steel,665.1,Low,Chennai,Low,40.77,4.97,28.5,2,Municipal Collector,0.5,Mixed,25.61
Paper,53.8,Industrial Grade,Surat,Moderate,11.39,7.38,145.0,9,Industrial Recycler,0.32,Sorted,7.14
Plastic,802.0,Low,Delhi,High,34.85,14.18,18.9,2,Individual,0.34,Clean,28.93
Textile,211.9,High,Chennai,Moderate,26.79,7.07,140.1,11,Individual,0.82,Clean,27.27
E-waste,498.4,Medium,Coimbatore,Low,116.64,13.18,101.2,1,Individual,0.63,Contaminated,67.33
Cardboard,152.6,Low,Kolkata,Moderate,14.56,7.94,90.7,3,Individual,0.91,Baled,7.36
Textile,821.7,Low,Chennai,Moderate,26.46,7.36,49.6,8,Individual,0.31,Sorted,18.04
Cardboard,3111.1,Medium,Kolkata,Moderate,14.57,8.4,104.7,1,Municipal Collector,0.51,Sorted,10.3
Textile,277.0,Low,Kolkata,High,27.72,13.47,32.3,6,Business,0.47,Baled,20.56
Textile,346.8,Industrial Grade,Delhi,Moderate,29.84,11.94,39.7,11,Business,0.87,Contaminated,20.82
Paper,2090.2,Low,Hyderabad,Moderate,12.26,5.76,31.4,2,Municipal Collector,0.73,Baled,8.27
Paper,751.1,Industrial Grade,Bengaluru,Moderate,12.91,2.29,145.6,1,Business,0.5,Contaminated,6.18
Steel,688.9,Industrial Grade,Bengaluru,High,40.73,6.44,76.6,1,Business,0.86,Clean,59.45
Glass,156.4,Industrial Grade,Bengaluru,Moderate,8.06,7.1,43.6,1,Business,0.43,Clean,7.14
Paper,189.3,Industrial Grade,Delhi,High,11.42,14.93,40.8,8,Individual,0.81,Clean,9.93
Copper,195.7,Medium,Pune,Moderate,695.49,2.55,96.2,3,Industrial Recycler,0.66,Mixed,623.2
Paper,589.2,Industrial Grade,Coimbatore,High,12.26,3.47,36.6,11,Industrial Recycler,0.53,Sorted,15.52
Steel,143.1,Low,Hyderabad,High,43.28,9.55,145.5,1,Municipal Collector,0.78,Baled,34.45
Steel,1076.5,Low,Ahmedabad,High,45.16,6.4,104.5,2,Individual,0.83,Clean,41.16
Aluminum,1467.8,High,Kolkata,Low,193.87,5.02,23.2,2,Individual,0.85,Sorted,226.83
Glass,111.4,Industrial Grade,Pune,High,7.98,13.68,24.5,12,Municipal Collector,0.61,Contaminated,3.2
Paper,2384.7,Industrial Grade,Kolkata,Low,12.71,8.09,51.9,6,Individual,0.72,Contaminated,5.81
Cardboard,379.4,Medium,Ahmedabad,Low,13.9,9.04,123.8,5,Individual,0.84,Clean,7.1
Cardboard,151.1,Industrial Grade,Surat,High,15.05,2.82,51.5,4,Industrial Recycler,0.87,Contaminated,12.42
Plastic,123.2,Industrial Grade,Pune,High,35.13,3.44,97.9,7,Industrial Recycler,0.35,Baled,47.78
Steel,776.1,Medium,Ahmedabad,High,44.26,9.42,19.3,4,Business,0.76,Clean,53.17
Cardboard,1758.5,Low,Surat,Moderate,13.35,14.09,15.3,12,Individual,0.64,Clean,6.19
Copper,1096.2,Industrial Grade,Pune,Moderate,653.02,10.02,13.5,12,Municipal Collector,0.81,Clean,925.98
Paper,729.9,High,Chennai,Low,11.41,7.01,38.5,12,Business,0.76,Contaminated,4.8
Other,615.4,Medium,Chennai,Low,15.49,10.77,88.6,11,Municipal Collector,0.6,Baled,8.1
Copper,147.1,Medium,Kolkata,Low,660.39,8.94,100.3,6,Municipal Collector,0.95,Contaminated,398.05
Glass,146.7,Low,Pune,Moderate,7.84,9.09,39.9,10,Municipal Collector,0.69,Sorted,3.2
Paper,453.9,Low,Coimbatore,Moderate,11.07,5.7,10.0,12,Municipal Collector,0.39,Mixed,5.82
Paper,68.0,High,Pune,High,12.62,14.26,116.9,1,Individual,0.94,Sorted,7.91
Cardboard,89.4,Medium,Pune,High,14.18,6.77,25.1,3,Municipal Collector,0.46,Clean,14.66
Paper,1118.0,High,Chennai,Moderate,11.98,8.27,52.1,12,Individual,0.93,Baled,10.76
Other,420.2,High,Coimbatore,Low,15.67,6.96,122.2,12,Industrial Recycler,0.95,Baled,11.43
Glass,65.5,Low,Hyderabad,Moderate,7.37,9.83,99.7,12,Business,0.84,Mixed,3.2
Textile,170.4,High,Pune,Low,28.89,6.25,86.9,9,Business,0.41,Sorted,24.24
Textile,662.6,Industrial Grade,Hyderabad,Low,26.35,7.13,47.0,7,Business,0.36,Baled,27.11
Other,144.3,High,Chennai,Moderate,14.11,12.06,77.8,7,Industrial Recycler,0.39,Baled,10.21
Cardboard,594.8,Medium,Kolkata,Moderate,13.42,8.82,149.6,10,Individual,0.49,Mixed,5.6
Textile,468.7,Low,Delhi,High,27.3,4.48,58.0,7,Business,0.76,Baled,22.7
Paper,890.6,Medium,Surat,Low,11.49,14.01,68.9,3,Municipal Collector,0.78,Sorted,4.8
Steel,437.0,High,Hyderabad,Low,44.15,13.29,139.4,10,Business,0.31,Clean,38.65
Copper,175.3,Low,Pune,Moderate,654.83,4.75,112.3,4,Business,0.83,Mixed,486.3
Cardboard,557.1,Industrial Grade,Coimbatore,Low,12.98,10.63,89.5,7,Individual,0.42,Baled,8.79
Paper,970.5,Medium,Ahmedabad,Moderate,12.31,2.87,142.1,11,Business,0.76,Baled,8.3
Glass,927.0,High,Hyderabad,Moderate,8.52,11.23,78.7,7,Municipal Collector,0.64,Clean,4.29
Other,617.8,High,Kolkata,High,15.07,5.22,8.1,12,Municipal Collector,0.53,Contaminated,11.99
Textile,718.6,Medium,Pune,Moderate,30.14,14.95,48.8,11,Industrial Recycler,0.49,Clean,27.19
Aluminum,106.3,Low,Hyderabad,High,169.55,7.11,54.6,3,Industrial Recycler,0.81,Mixed,135.16
Cardboard,700.3,Medium,Delhi,High,14.09,6.28,136.9,5,Individual,0.44,Mixed,8.05
Steel,107.6,Medium,Delhi,Moderate,39.7,9.34,100.2,3,Individual,0.35,Contaminated,22.27
Cardboard,374.1,High,Coimbatore,Moderate,13.8,7.38,132.6,6,Individual,0.61,Contaminated,5.6
Paper,23.2,Medium,Bengaluru,High,11.55,9.96,115.6,1,Individual,0.7,Contaminated,4.8
Plastic,2006.6,Medium,Pune,Low,35.01,8.2,104.8,2,Business,0.72,Contaminated,15.81
Glass,519.6,Medium,Bengaluru,Moderate,8.34,2.42,33.0,3,Municipal Collector,0.31,Mixed,6.12
Paper,408.2,Industrial Grade,Hyderabad,Low,11.88,14.41,30.7,2,Individual,0.73,Contaminated,4.8
Glass,776.7,Industrial Grade,Coimbatore,Moderate,7.76,6.94,111.6,10,Municipal Collector,0.73,Contaminated,3.2
Other,409.6,High,Ahmedabad,High,15.09,5.19,132.3,1,Municipal Collector,0.99,Baled,15.66
Aluminum,1668.3,Industrial Grade,Hyderabad,Low,187.88,13.5,68.7,5,Business,0.5,Baled,234.52
Steel,1364.3,Industrial Grade,Kolkata,Low,39.25,10.4,72.2,3,Business,0.65,Sorted,41.28
